1080, 1, 0.08, 0, 35, 51.55, 51.83
1331, 1, 51.79, 50, 35, 51.58, 51.83
1582, 1, 51.95, 51, 35, 51.55, 51.8
1833, 1, 52.19, 51, 35, 51.55, 51.8
2084, 1, 52.43, 53, 35, 51.55, 51.78
2335, 1, 52.59, 54, 35, 51.55, 51.75
2602, 1, 52.83, 54, 35, 51.58, 51.75
2853, 1, 52.99, 56, 35, 51.55, 51.75
3104, 1, 53.23, 56, 35, 51.58, 51.75
3355, 1, 53.39, 56, 35, 51.58, 51.78
3606, 1, 53.63, 57, 35, 51.6, 51.8
3857, 1, 53.79, 57, 35, 51.63, 51.8
4108, 1, 54.03, 59, 35, 51.65, 51.8
4359, 1, 54.19, 60, 35, 51.65, 51.8
4610, 1, 54.43, 61, 35, 51.68, 51.78
4861, 1, 54.59, 62, 35, 51.68, 51.8
5112, 1, 54.83, 62, 35, 51.7, 51.83
5363, 1, 54.99, 62, 35, 51.72, 51.85
5614, 1, 55.23, 64, 35, 51.72, 51.88
5865, 1, 55.39, 64, 35, 51.75, 51.85
6116, 1, 55.63, 65, 35, 51.75, 51.88
6367, 1, 55.79, 66, 35, 51.75, 51.85
6618, 1, 56.03, 67, 35, 51.78, 51.85
6869, 1, 56.19, 67, 35, 51.78, 51.9
7120, 1, 56.43, 68, 35, 51.83, 51.93
7371, 1, 56.59, 68, 35, 51.88, 51.93
7622, 1, 56.83, 69, 35, 51.93, 51.97
7873, 1, 56.99, 70, 35, 51.97, 51.97
8124, 1, 57.23, 71, 35, 52.0, 51.97
8375, 1, 57.39, 72, 35, 52.03, 52.0
8626, 1, 57.63, 72, 35, 52.1, 52.0
8877, 1, 57.79, 72, 35, 52.15, 52.0
9128, 1, 58.03, 73, 35, 52.22, 52.0
9379, 1, 58.19, 74, 35, 52.25, 52.0
9630, 1, 58.43, 75, 35, 52.25, 52.0
9881, 1, 58.59, 76, 35, 52.25, 52.0
10132, 1, 58.83, 77, 35, 52.25, 52.0
10402, 1, 59.07, 78, 35, 52.28, 52.0
10653, 1, 59.23, 79, 35, 52.28, 52.0
10904, 1, 59.47, 79, 35, 52.33, 52.0
11155, 1, 59.63, 80, 35, 52.38, 52.0
11406, 1, 59.87, 80, 35, 52.43, 52.0
11657, 1, 60.03, 81, 35, 52.47, 52.03
11908, 1, 60.27, 82, 35, 52.55, 52.08
12159, 1, 60.43, 82, 35, 52.6, 52.13
12410, 1, 60.67, 83, 35, 52.65, 52.2
12661, 1, 60.83, 84, 35, 52.7, 52.22
12912, 1, 61.07, 85, 35, 52.72, 52.25
13163, 1, 61.23, 86, 35, 52.72, 52.25
13414, 1, 61.47, 87, 35, 52.78, 52.25
13665, 1, 61.63, 87, 35, 52.83, 52.25
13916, 1, 61.87, 88, 35, 52.9, 52.28
14167, 1, 62.03, 88, 35, 52.95, 52.33
14418, 1, 62.27, 88, 35, 53.05, 52.4
14669, 1, 62.43, 89, 35, 53.1, 52.45
14920, 1, 62.67, 90, 35, 53.2, 52.53
15171, 1, 62.83, 91, 35, 53.28, 52.55
15422, 1, 63.07, 91, 35, 53.38, 52.63
15673, 1, 63.23, 91, 35, 53.47, 52.68
15924, 1, 63.47, 92, 35, 53.6, 52.72
16175, 1, 63.63, 92, 35, 53.7, 52.78
16426, 1, 63.87, 93, 35, 53.85, 52.83
16677, 1, 64.03, 94, 35, 53.93, 52.88
16928, 1, 64.27, 94, 35, 54.05, 52.95
17179, 1, 64.43, 94, 35, 54.13, 53.0
17430, 1, 64.67, 95, 35, 54.22, 53.1
17681, 1, 64.83, 96, 35, 54.3, 53.15
17932, 1, 65.07, 96, 35, 54.45, 53.22
18183, 1, 65.23, 96, 35, 54.55, 53.3
18434, 1, 65.47, 96, 35, 54.75, 53.35
18685, 1, 65.71, 96, 35, 54.97, 53.43
18936, 1, 65.87, 97, 35, 55.08, 53.53
19187, 1, 66.11, 97, 35, 55.28, 53.63
19438, 1, 66.27, 97, 35, 55.43, 53.68
19703, 1, 66.51, 97, 35, 55.63, 53.75
19954, 1, 66.67, 97, 35, 55.83, 53.8
20205, 1, 66.91, 97, 35, 56.1, 53.88
20456, 1, 67.07, 98, 35, 56.28, 53.95
20707, 1, 67.31, 98, 35, 56.53, 54.1
20958, 1, 67.47, 98, 35, 56.68, 54.15
21209, 1, 67.71, 98, 35, 56.95, 54.3
21460, 1, 67.87, 97, 35, 57.18, 54.38
21711, 1, 68.11, 97, 35, 57.5, 54.45
21962, 1, 68.27, 97, 35, 57.7, 54.55
22213, 1, 68.51, 98, 35, 57.9, 54.63
22464, 1, 68.67, 98, 35, 58.0, 54.68
22715, 1, 68.91, 99, 35, 58.15, 54.83
22966, 1, 69.07, 99, 35, 58.25, 54.88
23217, 1, 69.31, 99, 35, 58.5, 55.0
23468, 1, 69.47, 99, 35, 58.68, 55.1
23719, 1, 69.71, 99, 35, 58.95, 55.22
23970, 1, 69.87, 99, 35, 59.15, 55.33
24221, 1, 70.11, 99, 35, 59.4, 55.5
24472, 1, 70.27, 99, 35, 59.55, 55.6
24723, 1, 70.51, 100, 35, 59.8, 55.78
24974, 1, 70.67, 99, 35, 59.97, 55.9
25225, 1, 70.91, 100, 35, 60.22, 56.08
25476, 1, 71.07, 99, 35, 60.4, 56.2
25727, 1, 71.31, 99, 35, 60.7, 56.38
25978, 1, 71.47, 99, 35, 60.93, 56.5
26229, 1, 71.71, 98, 35, 61.28, 56.65
26480, 1, 71.87, 98, 35, 61.53, 56.78
26731, 1, 72.11, 98, 35, 61.85, 56.97
26982, 1, 72.27, 98, 35, 62.05, 57.1
27233, 1, 72.51, 98, 35, 62.38, 57.3
27484, 1, 72.67, 98, 35, 62.58, 57.45
27735, 1, 72.91, 98, 35, 62.93, 57.6
